"estimate_log","standard_error","converged","replicate","rate_ratio"
0.985969444997342,0.207234177634133,1,1,2.68040913449836
-0.266229756844127,0.238324722577386,1,2,0.766263053093794
0.0106280159013327,0.232319399332425,1,3,1.01068469387584
0.286515434588027,0.215768913594589,1,4,1.33177872319151
0.622215439378642,0.208546505519322,1,5,1.86305094957205
0.655617731952348,0.220795745719225,1,6,1.92633210680804
0.57302918276711,0.237297192494078,1,7,1.77363157647494
-0.208832054400443,0.185860024232207,1,8,0.811531517346375
0.169071599924611,0.221152444387269,1,9,1.18420492487194
0.451625024586325,0.230467170292373,1,10,1.57086280319758
0.435432001723777,0.232837579165647,1,11,1.54563062984148
0.210668308860769,0.197418792545456,1,12,1.2345028134999
0.713411837595128,0.185902963215805,1,13,2.04094275844201
0.122904504176841,0.197050818835875,1,14,1.13077643136517
0.298249816557404,0.267680030002173,1,15,1.34749837324022
0.619191890910717,0.227002345412036,1,16,1.8574264320134
-0.0683800514554164,0.221199027880815,1,17,0.933905473987821
0.128199688183389,0.254082030614578,1,18,1.13677998156324
0.237818679908314,0.213800082196092,1,19,1.26847917121214
0.662806848243295,0.209352931417736,1,20,1.94023063153394
0.370795156076008,0.238244872642855,1,21,1.44888624744184
0.326691947608894,0.228914292426048,1,22,1.38637433546366
-0.0493616274594694,0.233662683020601,1,23,0.95183685710858
0.968685175157409,0.24530114381796,1,24,2.63447830363879
0.0384068000494784,0.199109010749143,1,25,1.03915387475497
0.41529935619302,0.19619335408124,1,26,1.51482414481308
0.160697814597651,0.248689479398694,1,27,1.17433004979231
-0.298115660452419,0.22611664425343,1,28,0.742215489803805
0.250435765393793,0.266183713049444,1,29,1.28458507245954
0.177393083316183,0.237764134175155,1,30,1.19410038182426
0.355885409581021,0.215887643024273,1,31,1.42744396748933
0.775382190184505,0.243794221555831,1,32,2.17142186473769
0.523199270761266,0.23942561353784,1,33,1.68741752882229
0.496347726324715,0.212106745561051,1,34,1.64271067226182
-0.400815971553121,0.245506261396796,1,35,0.669773307038657
-0.158769106365511,0.241630224887552,1,36,0.853193333137826
-0.263340493366392,0.257800438225299,1,37,0.768480190351928
0.429227597302487,0.196917160736552,1,38,1.53607060014075
0.108217899109833,0.220707951648533,1,39,1.11429052184793
0.131530605047061,0.20347834878203,1,40,1.14057281447287
0.152598939687103,0.237860542414715,1,41,1.16485770705043
0.172956547973434,0.217487479837905,1,42,1.18881444756477
0.113104199402523,0.20146077001348,1,43,1.11974860400547
-0.0295332019155935,0.232803884905513,1,44,0.970898641411303
0.380413856475759,0.225906528544386,1,45,1.46288989062623
0.213907839714721,0.229343085765071,1,46,1.2385085082362
0.202161199394667,0.22722429301861,1,47,1.22404530757128
-0.134876741981551,0.252561674730672,1,48,0.873823610817251
0.795223249035755,0.208050310012625,1,49,2.21493542380947
0.843536732031123,0.235464820884524,1,50,2.32457385026525
0.571295275158325,0.229139128176047,1,51,1.77055892780357
0.121087414284978,0.24010736145244,1,52,1.12872357461925
0.317821002207875,0.235984133501185,1,53,1.37413027292759
0.199293349065175,0.204744992293039,1,54,1.22053995764462
0.265938649304664,0.210798903196641,1,55,1.30465501473925
0.71993677986983,0.234649847694484,1,56,2.05430333321436
0.821825720442176,0.220773409641167,1,57,2.2746489218813
-0.155618837937549,0.195307020109517,1,58,0.855885359234219
0.564230148520041,0.237415775410364,1,59,1.75809379049571
1.03286838322463,0.239269448111891,1,60,2.80911189903172
0.433479743597077,0.216333657206327,1,61,1.5426161034078
0.320267233997554,0.243317681701142,1,62,1.37749582887105
0.0962076649913748,0.213545087632292,1,63,1.10098767685213
0.0699484012704959,0.212395527880705,1,64,1.07245284262239
0.39801353941842,0.221928141001215,1,65,1.48886418812603
0.152819269033544,0.245069623725469,1,66,1.16511438766381
0.222865580179607,0.21216931389556,1,67,1.24965258436974
0.345815385201689,0.204083155550402,1,68,1.41314170486358
0.173242405049522,0.24924628368179,1,69,1.18915432716294
-0.18262970857643,0.209627182427865,1,70,0.83307657974284
0.583369098753824,0.239035200683001,1,71,1.79206591850072
0.0597740960182683,0.201679673800764,1,72,1.06159670053365
0.706722744020932,0.219099584005205,1,73,2.02733625965704
0.397555492710338,0.218414927770827,1,74,1.48818237494893
0.0377136631340684,0.269196409156591,1,75,1.03843384841083
0.217932653667986,0.211218916499248,1,76,1.24350331941162
0.0765337824580529,0.216396048658323,1,77,1.07953865919063
0.475196686072674,0.214481801308358,1,78,1.60833050258848
0.279604160304018,0.187015267208211,1,79,1.32260616868109
-0.105791357254886,0.245111377926196,1,80,0.899612326081668
0.044789766872673,0.210891809904816,1,81,1.04580797331499
-0.16324347132878,0.233659346783932,1,82,0.849384362498139
-0.129675554198047,0.251236029245624,1,83,0.878380371518228
-0.0701435217375698,0.234920816607033,1,84,0.932260010727309
0.547491302465744,0.209686236869821,1,85,1.72891025990594
0.0628458583928023,0.21360922107446,1,86,1.06486268693427
0.846459606873002,0.235659431692731,1,87,2.3313782280183
0.785326333586549,0.188790807189747,1,88,2.19312251350472
0.26477418636651,0.24023805161822,1,89,1.30313667652337
0.0249004980362104,0.197209440178258,1,90,1.0252131047319
0.113417044181665,0.248865163517027,1,91,1.12009896631183
0.234934705596276,0.232467582846547,1,92,1.26482617996539
0.559881992408458,0.226018428008443,1,93,1.75046591984003
0.199454845547687,0.212641573631455,1,94,1.22073708647192
0.185030114229991,0.253973598895548,1,95,1.20325467467012
0.556599668476538,0.22102964826172,1,96,1.74472974280488
0.15755260007614,0.220173589593496,1,97,1.17064233223808
0.0854212234176104,0.217493002978444,1,98,1.08917575642069
0.497567242038704,0.228766905933297,1,99,1.64471520577181
0.0522012786190926,0.223718409907356,1,100,1.05358778586738
0.447240488767293,0.222122141651208,1,101,1.5639903761811
-0.265050206356495,0.235686202470183,1,102,0.767167432327349
0.547616260809098,0.210268846421662,1,103,1.7291263151665
1.11439975609503,0.216129598200651,1,104,3.0477382437291
-0.23435497083472,0.214681185865658,1,105,0.791080955382825
0.0413240372917597,0.216842587341631,1,106,1.04218975918341
-0.00510807728385174,0.204760426090042,1,107,0.994904946757544
0.254706873601824,0.217497577897359,1,108,1.29008340794078
-0.0266405379189777,0.268692167962537,1,109,0.973711190874794
0.239045805630398,0.227934551752847,1,110,1.27003671008362
0.14199428441978,0.243467334440435,1,111,1.15257006091154
0.332062280188243,0.220965333661161,1,112,1.3938396544054
0.152014265588517,0.255926961676979,1,113,1.16417684398147
0.117135606878136,0.221305941711808,1,114,1.12427187835336
0.613024726726587,0.216809018755745,1,115,1.84600662834428
0.515360342739947,0.212967461081106,1,116,1.67424169395238
0.0156000724785937,0.265562446789742,1,117,1.01572238882952
-0.3577197737242,0.248081577897397,1,118,0.699269001101385
0.283658704851892,0.217389842116101,1,119,1.32797962039965
-0.400310236949148,0.217755423916688,1,120,0.670112120244403
0.150603997883613,0.238567418968644,1,121,1.16253620012105
0.81472609574261,0.214173502143473,1,122,2.2585569592528
0.571174368919459,0.224773681823544,1,123,1.7703448691237
0.183239984265213,0.242869188933488,1,124,1.2011026192259
0.780263822025862,0.222857916768142,1,125,2.18204786185481
0.491500517317809,0.225922716766713,1,126,1.63476737725364
0.51519030456019,0.217282306175271,1,127,1.67395703314455
0.161712243978395,0.224172975531173,1,128,1.17552192913401
0.712968877934259,0.221792968604624,1,129,2.04003890333034
-0.399486762164158,0.220403447004289,1,130,0.670664167946026
0.421834914300435,0.210165435242062,1,131,1.52475678836374
0.730439115174206,0.202618538892017,1,132,2.07599200714668
-0.494478508545934,0.196133865123743,1,133,0.609888876216943
0.615378573234808,0.217978655050355,1,134,1.85035696260149
0.402830608069872,0.209471501563494,1,135,1.49605345081716
0.920758412447489,0.216374415547421,1,136,2.51119418884353
0.402298852544973,0.233563723468955,1,137,1.49525812760664
0.766863519109938,0.225846292892851,1,138,2.15300280046859
-0.298164229708293,0.219107930779282,1,139,0.742179441825186
0.0719839196358753,0.222355341935353,1,140,1.07463806335351
0.637764066305882,0.267261576508223,1,141,1.89224521090816
0.665834488583671,0.185890732363589,1,142,1.94611385370991
0.377520903724878,0.215261242638697,1,143,1.45866393498522
0.339372908981844,0.217549139873117,1,144,1.40406683673384
0.130657950107067,0.231200215265103,1,145,1.13957792213389
0.48245229746995,0.19635912523506,1,146,1.62004236067939
0.627806545273259,0.235324340495605,1,147,1.87349663898458
0.118636005773982,0.239741502250312,1,148,1.12596000075007
-0.224048289693855,0.231136439905316,1,149,0.799276536618177
1.01727868465681,0.226533853719146,1,150,2.76565828572139
0.192532101159998,0.21022707539163,1,151,1.21231541981407
0.726365331760727,0.233747401277043,1,152,2.06755206825521
0.253598998315887,0.226217497500511,1,153,1.28865494784026
0.249469451391435,0.240784115422485,1,154,1.28334435947251
0.529112420994413,0.216612153529053,1,155,1.69742504097802
-0.0134407176742986,0.225015660582285,1,156,0.98664920544358
-0.157331792269993,0.196283456177267,1,157,0.854420521658157
0.173332940123879,0.239513622812152,1,158,1.18926199221203
0.355638698908986,0.244898601641465,1,159,1.42709184526675
0.159812767267856,0.213406333479657,1,160,1.1732911719133
1.16348196265711,0.215583991815803,1,161,3.20105986460349
0.547144915848158,0.240531259697749,1,162,1.72831149223744
0.0353360650923641,0.20605783355364,1,163,1.03596780292058
0.697871173706151,0.203012894468445,1,164,2.00947033758558
0.262268432259928,0.213889234427686,1,165,1.29987542409946
-0.140237944637204,0.22183771995337,1,166,0.869151400877442
0.0115181045499374,0.230757735027852,1,167,1.01158469332941
0.463846185088955,0.236831446972893,1,168,1.59017835848528
-0.310862113956883,0.269709036726371,1,169,0.732814913852117
0.549275136712732,0.208896988396326,1,170,1.73199710162597
0.265825675903623,0.236539614372861,1,171,1.30450763175038
0.0380218518329908,0.231621599801495,1,172,1.03875393130792
-0.408619257684212,0.255825552046338,1,173,0.664567213018614
0.395132077732584,0.196979326394904,1,174,1.48458025796689
0.132562927671502,0.246368748646429,1,175,1.14175086155178
0.227565803184095,0.213832551967318,1,176,1.25554005556932
0.541410513088972,0.233485910324518,1,177,1.71842902016592
0.877488801094483,0.232426109575526,1,178,2.40485305306536
-0.240108127904373,0.233247010800357,1,179,0.786542809242735
0.648059596866011,0.246707127985588,1,180,1.91182751141765
0.52855125200056,0.230135751816258,1,181,1.69647276589424
0.866623185071273,0.239407155542998,1,182,2.37886429084321
-0.0588212543616687,0.245892250693457,1,183,0.942875288940952
-0.181214026805031,0.212893559552012,1,184,0.834256786272287
0.412972532047547,0.25366636492629,1,185,1.51130351295082
